"evt","id","perceived_at","game_id","event_type","event_index","inning","top_of_inning","outs_before_play","batter_id","batter_team_id","pitcher_id","pitcher_team_id","home_score","away_score","home_strike_count","away_strike_count","batter_count","pitches","total_strikes","total_balls","total_fouls","is_leadoff","is_pinch_hit","lineup_position","is_last_event_for_plate_appearance","bases_hit","runs_batted_in","is_sacrifice_hit","is_sacrifice_fly","outs_on_play","is_double_play","is_triple_play","is_wild_pitch","batted_ball_type","is_bunt","errors_on_play","batter_base_after_play","is_last_game_event","event_text","additional_context","season","day","parsing_error","parsing_error_list","fixed_error","fixed_error_list","home_ball_count","away_ball_count","away_base_count","home_base_count","tournament","game_id-2","day-2","season-2","last_game_event","home_odds","away_odds","weather","series_index","series_length","is_postseason","home_team","away_team","home_score-2","away_score-2","number_of_innings","ended_on_top_of_inning","ended_in_shame","terminology_id","rules_id","statsheet_id","winning_pitcher_id","losing_pitcher_id","tournament-2","outcomes","team_roster_id","team_id","position_id","valid_from","valid_until","player_id","position_type_id","tournament-3","id-2","player_id-2","valid_from-2","valid_until-2","player_name","deceased","hash","anticapitalism","base_thirst","buoyancy","chasiness","coldness","continuation","divinity","ground_friction","indulgence","laserlikeness","martyrdom","moxie","musclitude","omniscience","overpowerment","patheticism","ruthlessness","shakespearianism","suppression","tenaciousness","thwackability","tragicness","unthwackability","watchfulness","pressurization","cinnamon","total_fingers","soul","fate","peanut_allergy","armor","bat","ritual","coffee","blood","url_slug","tournament-4","evolution","batting_rating","pitching_rating","baserunning_rating","defense_rating"
"Dale hitter Don Elliott swallowed a stray Peanut and had an allergic reaction!",557183,"2020-10-09 17:08:15.111478","8d14ce6c-4a86-479d-86e3-806b8b1fa173","OUT",25,3,True,2,"defbc540-a36d-460b-afd8-07da2375ee63","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","20be1c34-071d-40c6-8824-dde2af184b4d","b63be8c2-576a-4d6e-8daf-814f8bcea96f",1,0,3,3,0,"{B,B,C,F,X}",2,2,1,False,False,0,True,0,0,False,False,1,False,False,False,"GROUNDER",False,0,0,False,"{""Castillo Turner batting for the Flowers."",""Ball. 1-0"",""Ball. 2-0"",""Strike, looking. 2-1"",""Foul Ball. 2-2"",""Dale hitter Don Elliott swallowed a stray Peanut and had an allergic reaction!"",""Castillo Turner hit a ground out to Jasmine Washington.""}",NULL,8,97,False,"{}",False,"{}",4,4,4,4,-1,"8d14ce6c-4a86-479d-86e3-806b8b1fa173",97,8,NULL,0.560468,0.439532,10,2,3,False,"b63be8c2-576a-4d6e-8daf-814f8bcea96f","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e",2,3,9,False,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","9f219b54-886c-43fc-99da-1c1c8cbb4e39","dfd5ccbb-90ed-4bfe-83e0-dae9cc763f10","20be1c34-071d-40c6-8824-dde2af184b4d",-1,"{""Dale hitter Don Elliott swallowed a stray Peanut and had an allergic reaction!""}",37016,"b63be8c2-576a-4d6e-8daf-814f8bcea96f",0,"2020-09-11 14:25:00.273","2021-04-18 18:01:13.702149","0cc5bd39-e90d-42f9-9dd8-7e703f316436",0,-1,156616,"0cc5bd39-e90d-42f9-9dd8-7e703f316436","2020-09-20 19:20:01.177","2020-10-09 17:10:00.5848","Don Elliott",False,"ea41465f-d53d-a484-873d-3157baa3e6fb",0.195216345440689,0.82642602869084,0.673589542763291,0.194668639246679,0.164560097322715,0.114164841898961,0.707386462609915,0.493724922443276,0.939314910756203,0.470621371775833,0.766613096295271,0.537800661671974,0.141067047780102,0.644245561882904,0.481381430329665,0.648578364121252,0.75291909613016,0.227580737659701,0.450246606833711,0.703093965828268,0.559606704784718,0.1,0.817878360844244,0.904839706196497,0.344593028428666,0.250758494482012,12,5,56,True,"","","Squats",3,8,"don-elliott",-1,0,-1.0,-1.0,-1.0,-1.0
"Cudi Di Batterino swallowed a stray peanut and had an allergic reaction!",724751,"2021-03-01 21:01:03.421","030a8484-156e-4a0d-8a1a-9f241fdb746b","STRIKEOUT",3,0,True,2,"855775c1-266f-40f6-b07b-3a67ccdf8551","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","62ae6aa9-e346-4faa-b07c-1f7623580015","c73b705c-40ad-4633-a6ed-d357ee2e2bcf",0,0,3,3,0,"{B,F,C,C}",3,1,1,False,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Nic Winkler batting for the Flowers."",""Cudi Di Batterino swallowed a stray peanut and had an allergic reaction!"",""Ball. 1-0"",""Foul Ball. 1-1"",""Strike, looking. 1-2"",""Nic Winkler strikes out looking.""}",NULL,11,5,False,"{}",False,"{}",4,4,4,4,-1,"030a8484-156e-4a0d-8a1a-9f241fdb746b",5,11,NULL,0.465923,0.534077,10,3,3,False,"c73b705c-40ad-4633-a6ed-d357ee2e2bcf","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e",11,8,8,True,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","d00c6144-d246-415d-98fd-f1cb82ac121f","62ae6aa9-e346-4faa-b07c-1f7623580015","ff5a37d9-a6dd-49aa-b6fb-b935fd670820",-1,"{""Cudi Di Batterino swallowed a stray peanut and had an allergic reaction!""}",37328,"c73b705c-40ad-4633-a6ed-d357ee2e2bcf",4,"2020-10-18 19:00:04.668","2021-03-14 18:01:10.450009","6a567da6-7c96-44d3-85de-e5a08a919250",0,-1,159921,"6a567da6-7c96-44d3-85de-e5a08a919250","2021-03-01 04:15:00.591665","2021-03-01 21:02:00.210261","Cudi Di Batterino",False,"9d1447b7-d8d6-063a-0516-8408a8357242",0.596088578453944,0.0886331351587815,0.136379329297157,0.588333109191782,1.03134930263806,0.180167067192166,0.416965274418442,0.200211693026736,0.211127221128983,0.55419891585806,0.169550451511971,0.887823750886866,0.648466305354083,0.819665214857953,1.03112860190942,0.127292289844844,0.769028955583072,0.44681724073763,0.428516369920116,0.797312054688749,0.608073360321954,0.0333131238187421,0.798989031088522,0.406683822784233,0.566686941177286,0.455479998842449,10,4,90,True,"","","Powerlifting",10,12,"cudi-di-batterino",-1,0,0.568745395530926,0.746435948980355,0.358726413028717,0.755913437666232
"Stew Briggs swallowed a stray peanut and had an allergic reaction!",737965,"2021-03-02 15:00:44.460134","01ec9b90-46d2-40ab-bb05-2b2af73b8624","FIELDERS_CHOICE",2,0,True,1,"21cbbfaa-100e-48c5-9cea-7118b0d08a34","979aee4a-6d80-4863-bf1c-ee1a78e06024","7663c3ca-40a1-4f13-a430-14637dce797a","adc5b394-8f76-416d-9ce9-813706877b84",0,0,3,3,0,"{S,B}",1,1,0,False,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Juice Collins batting for the Fridays."",""Stew Briggs swallowed a stray peanut and had an allergic reaction!"",""Strike, swinging. 0-1"",""Ball. 1-1"",""Jacob Winner out at second base. Juice Collins reaches on fielder's choice.""}",NULL,11,23,False,"{}",False,"{}",4,4,4,4,-1,"01ec9b90-46d2-40ab-bb05-2b2af73b8624",23,11,NULL,0.407312,0.592688,10,3,3,False,"adc5b394-8f76-416d-9ce9-813706877b84","979aee4a-6d80-4863-bf1c-ee1a78e06024",1,2,8,False,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","be4a18df-12fd-432a-ba5a-615868b67e63","94baa9ac-ff96-4f56-a987-10358e917d91","7663c3ca-40a1-4f13-a430-14637dce797a",-1,"{""Stew Briggs swallowed a stray peanut and had an allergic reaction!""}",37056,"adc5b394-8f76-416d-9ce9-813706877b84",4,"2020-09-13 19:17:57.703","2021-03-07 19:01:07.226651","46721a07-7cd2-4839-982e-7046df6e8b66",0,-1,160053,"46721a07-7cd2-4839-982e-7046df6e8b66","2021-03-01 04:15:00.90339","2021-03-02 15:02:00.444013","Stew Briggs",False,"c51f6b72-15c9-1518-3874-b3e6a609d945",0.418895499708593,0.893980958988656,0.800462075360447,0.01,0.0565994332484867,0.698368995431408,0.525674897762801,0.180265542438222,0.292019344702964,0.74982364156664,0.0852773401094836,0.01,0.33530422349447,0.269445568250165,0.81838855918954,0.917664396402759,0.440877399934137,0.355050594493749,0.454880965404636,0.173892824761627,0.73402690068039,0.1,0.0602642455976481,0.286959738285026,0.136192511855646,0.997263033992565,10,8,98,True,"","","Grooming",4,3,"stew-briggs",-1,0,0.392280421970492,0.144062270685542,0.615394089501479,0.276785418885954
"Summers Preston swallowed a stray peanut and had an allergic reaction!",755537,"2021-03-03 10:09:01.730287","2ae251df-b8fe-4e69-b3c5-15780c9da25d","TRIPLE",28,3,True,1,"d4a10c2a-0c28-466a-9213-38ba3339b65e","747b8e4a-7e50-4638-a973-ea7950a3e739","16aff709-e855-47c8-8818-b9ba66e90fe8","57ec08cc-0411-4643-b304-0e80dbc15ac7",1,2,3,3,0,"{X}",0,0,0,False,False,0,True,3,0,False,False,0,False,False,False,"UNKNOWN",False,0,3,False,"{""Richmond Harrison batting for the Tigers."",""Summers Preston swallowed a stray peanut and had an allergic reaction!"",""Richmond Harrison hits a Triple!""}",NULL,11,41,False,"{}",False,"{}",4,4,4,4,-1,"2ae251df-b8fe-4e69-b3c5-15780c9da25d",41,11,NULL,0.38678,0.61322,10,3,3,False,"57ec08cc-0411-4643-b304-0e80dbc15ac7","747b8e4a-7e50-4638-a973-ea7950a3e739",1,7,8,False,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","debde6f7-59f7-45b3-a829-0de41cb339b9","2720559e-9173-4042-aaa0-d3852b72ab2e","16aff709-e855-47c8-8818-b9ba66e90fe8",-1,"{""Summers Preston swallowed a stray peanut and had an allergic reaction!""}",36375,"57ec08cc-0411-4643-b304-0e80dbc15ac7",0,"2020-07-29 08:12:22.438","2021-04-21 23:07:50.303692","80e474a3-7d2b-431d-8192-2f1e27162607",0,-1,159935,"80e474a3-7d2b-431d-8192-2f1e27162607","2021-03-01 04:15:00.591665","2021-03-03 10:10:00.141015","Summers Preston",False,"3515f9b6-705f-75c4-ed49-c71e3df04abb",0.146862891651636,0.413337388996457,0.751640074869115,0.131923286907162,0.280069121822811,0.195756559369866,0.990893252531523,1.11843710070155,0.194757957141734,0.533343772240732,0.695675292287923,0.210244509757569,1.08091077979411,0.722483146365046,0.18104103192196,0.01,0.476751581047305,0.230621948300608,1.08139996494356,0.398413767258605,0.766734533632631,0.01,0.741567684436968,0.134993734617764,0.262505690622312,1.01427961199073,12,7,69,True,"","","Shivering",5,9,"summers-preston",-1,0,0.80641759510757,0.414505694926986,0.487659167793697,0.430117513617647
"Declan Suzanne swallowed a stray peanut and had an allergic reaction!",756340,"2021-03-03 10:12:26.557704","d85e374c-3d61-4928-8864-59ebc51a9c0b","STRIKEOUT",38,4,True,1,"20e13b56-599b-4a22-b752-8059effc81dc","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16","6b8d128f-ed51-496d-a965-6614476f8256","b024e975-1c4a-4575-8936-a3754a08806a",6,0,3,3,0,"{F,B,S,S}",3,1,1,False,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Lou Roseheart batting for the Firefighters."",""Declan Suzanne swallowed a stray peanut and had an allergic reaction!"",""Foul Ball. 0-1"",""Ball. 1-1"",""Strike, swinging. 1-2"",""Lou Roseheart strikes out swinging.""}",NULL,11,41,False,"{}",False,"{}",4,4,4,4,-1,"d85e374c-3d61-4928-8864-59ebc51a9c0b",41,11,NULL,0.545099,0.454901,10,3,3,False,"b024e975-1c4a-4575-8936-a3754a08806a","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16",7,2,8,True,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","9d509642-fec8-4190-b32d-a9da643df10b","6b8d128f-ed51-496d-a965-6614476f8256","316abea7-9890-4fb8-aaea-86b35e24d9be",-1,"{""Declan Suzanne swallowed a stray peanut and had an allergic reaction!""}",36910,"ca3f1c8c-c025-4d8e-8eef-5be6accbeb16",8,"2020-09-01 21:25:06.888","2021-03-07 19:01:07.226651","bfd9ff52-9bf6-4aaf-a859-d308d8f29616",0,-1,159968,"bfd9ff52-9bf6-4aaf-a859-d308d8f29616","2021-03-01 04:15:00.591665","2021-03-03 10:14:00.216441","Declan Suzanne",False,"4f713add-2679-9b47-2c11-0550f3459f08",0.336364955741347,0.131493256986453,0.01,0.887671900802815,0.222256675266975,0.01,0.355079619548949,0.522358441350235,0.410632575973683,0.0813083023191866,0.442024798040401,0.01,0.57890805213883,0.34708951610438,0.570304516584227,0.934176135492605,0.0161082569916585,0.0884641549358208,0.164128042266423,0.633091179738631,0.60597460952183,0.1,0.01,0.528934546251434,0.318340261399454,0.386036040232504,12,9,20,True,"FIREPROOF","","Feeding the bugs",10,10,"declan-suzanne",-1,0,0.340439000303787,0.013322433012465,0.125921531357303,0.614084402435518
"Morrow Wilson swallowed a stray peanut and had an allergic reaction!",757096,"2021-03-03 10:16:22.621526","94b998e6-80aa-43bb-8232-7674dff48e91","STRIKEOUT",48,6,False,0,"06ced607-7f96-41e7-a8cd-b501d11d1a7e","9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","3e008f60-6842-42e7-b125-b88c7e5c1a95","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e",1,3,3,3,0,"{B,S,S,S}",3,1,0,True,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Bottom of 7, Houston Spies batting."",""Morrow Wilson batting for the Spies."",""Ball. 1-0"",""Morrow Wilson swallowed a stray peanut and had an allergic reaction!"",""Strike, swinging. 1-1"",""Strike, swinging. 1-2"",""Morrow Wilson strikes out swinging.""}",NULL,11,41,False,"{}",False,"{}",4,4,4,4,-1,"94b998e6-80aa-43bb-8232-7674dff48e91",41,11,NULL,0.516343,0.483657,10,3,3,False,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e",2,8,8,False,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","4c9e65f1-2d65-483e-8323-7a6c384cbb79","3e008f60-6842-42e7-b125-b88c7e5c1a95","b7267aba-6114-4d53-a519-bf6c99f4e3a9",-1,"{""Morrow Wilson swallowed a stray peanut and had an allergic reaction!""}",36840,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",6,"2020-08-26 04:21:38.294","2021-03-07 19:01:07.226651","06ced607-7f96-41e7-a8cd-b501d11d1a7e",0,-1,160317,"06ced607-7f96-41e7-a8cd-b501d11d1a7e","2021-03-01 04:15:01.288508","2021-03-03 10:18:00.765119","Morrow Wilson",False,"736a7d31-83c8-2e5a-98a9-56cb73c4b3b6",0.925766342313032,0.46753989326318,0.141803770089971,0.91828057802389,0.13,0.680476677626504,0.493245850013841,0.0728165300268086,0.523179328635409,0.354093595606377,0.446284395141937,0.579827173572007,0.469169270390061,0.847102288513119,0.139387208205068,0.783211976635511,0.786770606203132,0.473674056696055,0.30941638646308,0.808534296194702,0.488468031527299,0.1,0.13,0.0224038352480491,0.599783667036968,0.413073251591755,13,8,91,True,"","","Nursing a grudge",1,10,"morrow-wilson",-1,0,0.501878264757568,0.214951711938307,0.382745667442332,0.623888206212905
"Holden Stanton swallowed a stray peanut and had an allergic reaction!",754568,"2021-03-03 11:04:58.782408","110c6196-5183-478d-af01-46bd99f05f65","OUT",14,1,False,0,"678170e4-0688-436d-a02d-c0467f9af8c0","a37f9158-7f82-46bc-908c-c9e2dda7c33b","fa40d6ea-e24b-4422-9df1-0643ab202c5f","c73b705c-40ad-4633-a6ed-d357ee2e2bcf",1,1,3,3,0,"{C,F,X}",2,0,1,True,False,0,True,0,0,False,False,1,False,False,False,"FLY",False,0,0,False,"{""Bottom of 2, Breckenridge Jazz Hands batting."",""Baby Doyle batting for the Jazz Hands."",""Holden Stanton swallowed a stray peanut and had an allergic reaction!"",""Strike, looking. 0-1"",""Foul Ball. 0-2"",""Baby Doyle hit a flyout to Yusef Fenestrate.""}",NULL,11,42,False,"{}",False,"{}",4,4,4,4,-1,"110c6196-5183-478d-af01-46bd99f05f65",42,11,NULL,0.652829,0.347171,10,1,3,False,"a37f9158-7f82-46bc-908c-c9e2dda7c33b","c73b705c-40ad-4633-a6ed-d357ee2e2bcf",3.7,3,8,True,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","de7fd9ed-c175-4af6-a9d4-02bfbcfaac45","0295c6c2-b33c-47dd-affa-349da7fa1760","fa40d6ea-e24b-4422-9df1-0643ab202c5f",-1,"{""Holden Stanton swallowed a stray peanut and had an allergic reaction!""}",37051,"a37f9158-7f82-46bc-908c-c9e2dda7c33b",8,"2020-09-13 19:17:57.703","2021-03-11 08:24:49.029499","817dee99-9ccf-4f41-84e3-dc9773237bc8",0,-1,160240,"817dee99-9ccf-4f41-84e3-dc9773237bc8","2021-03-01 04:15:01.119848","2021-03-03 11:06:00.587573","Holden Stanton",False,"935aa0d9-5876-fea8-8c24-b684cfc4c1a1",0.831430729043998,0.670019952932457,1.24630382694292,0.68622588144387,0.581488673111622,0.863008666992855,1.16420343331986,0.832734222847775,0.894105531883722,0.591205403967864,0.459928981836012,0.562185775179731,0.574074798816983,0.949451132710429,0.416626113667694,0.219966615708353,0.409008840403383,0.447038470793928,0.436777859851845,1.01692896788321,0.593925000330386,0.1,0.244571814149625,0.708666446602736,0.42209720410348,0.601929808242379,10,5,13,True,"","SHRINK_RAY","Intermittent fasting",7,12,"holden-stanton",-1,0,0.784299059229709,0.276061774349831,0.706755190023069,0.907039396571612
"Ren Morin swallowed a stray peanut and had an allergic reaction!",759027,"2021-03-03 14:26:49.434567","3da22b92-6757-40e8-85bc-0cb621f304b3","STRIKEOUT",78,11,True,2,"7932c7c7-babb-4245-b9f5-cdadb97c99fb","747b8e4a-7e50-4638-a973-ea7950a3e739","5703141c-25d9-46d0-b680-0cf9cfbf4777","f02aeae2-5e6a-4098-9842-02d2273f25c7",1,1,3,3,0,"{C,C,S}",3,0,0,False,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Randy Castillo batting for the Tigers."",""Ren Morin swallowed a stray peanut and had an allergic reaction!"",""Strike, looking. 0-1"",""Strike, looking. 0-2"",""Randy Castillo strikes out swinging.""}",NULL,11,45,False,"{}",False,"{}",4,4,4,4,-1,"3da22b92-6757-40e8-85bc-0cb621f304b3",45,11,NULL,0.466037,0.533963,10,1,3,False,"f02aeae2-5e6a-4098-9842-02d2273f25c7","747b8e4a-7e50-4638-a973-ea7950a3e739",1,3,15,False,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","55f83e16-473b-4072-980c-744c66071438","2720559e-9173-4042-aaa0-d3852b72ab2e","5703141c-25d9-46d0-b680-0cf9cfbf4777",-1,"{""Ren Morin swallowed a stray peanut and had an allergic reaction!""}",37228,"747b8e4a-7e50-4638-a973-ea7950a3e739",5,"2020-10-11 02:23:59.998019","2021-03-07 19:01:07.226651","32c9bce6-6e52-40fa-9f64-3629b3d026a8",0,-1,160190,"32c9bce6-6e52-40fa-9f64-3629b3d026a8","2021-03-01 04:15:01.119848","2021-03-03 14:28:00.509164","Ren Morin",False,"1b8d2373-5d9c-b4f7-a845-85bf26a683f3",0.060475417857241,0.149940260284388,0.990991660046796,0.511669771077096,0.981897703077672,0.22668825919662,0.377655047265008,0.0194183502957042,0.850013721462833,0.809108508664421,0.0683580177577919,0.644649265000823,0.975517136220551,0.378650289720972,0.338856043127008,0.729309055655359,0.693531884073252,0.802733475346899,0.219806335742376,0.01,0.681494340128128,0.1,0.180765969438863,0.0838214607935063,0.728450454296264,0.716072750185088,10,5,97,True,"","","Going bananas",7,5,"ren-morin",-1,0,0.532658573384621,0.305313486650459,0.425502327175883,0.180734076783363
"Fletcher Yamamoto swallowed a stray peanut and had an allergic reaction!",778063,"2021-03-04 19:05:14.61034","edab8229-3cea-456f-8dd8-64ff403ba270","STRIKEOUT",14,1,False,0,"81a0889a-4606-4f49-b419-866b57331383","105bc3ff-1320-4e37-8ef0-8d595cb95dd0","f2c477fb-28ea-4fcb-943a-9fab22df3da0","b72f3061-f573-40d7-832a-5ad475bd7909",1,3,3,3,0,"{B,B,S,B,C,F,S}",3,3,1,True,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Bottom of 2, Seattle Garages batting."",""Summers Pony batting for the Garages."",""Ball. 1-0"",""Ball. 2-0"",""Strike, swinging. 2-1"",""Ball. 3-1"",""A solitary peanut rolls onto the field. Nobody cares."",""Strike, looking. 3-2"",""Foul Ball. 3-2"",""Fletcher Yamamoto swallowed a stray peanut and had an allergic reaction!"",""Summers Pony strikes out swinging.""}",NULL,11,73,False,"{}",False,"{}",4,4,4,4,-1,"edab8229-3cea-456f-8dd8-64ff403ba270",73,11,NULL,0.573226,0.426774,10,2,3,False,"105bc3ff-1320-4e37-8ef0-8d595cb95dd0","b72f3061-f573-40d7-832a-5ad475bd7909",4,3,8,True,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","b7aaf3a3-1344-4d48-9ecd-6b6e3eeb9a22","68dd9d47-b9a8-4fd3-a89c-5c112eb1982e","f2c477fb-28ea-4fcb-943a-9fab22df3da0",-1,"{""Fletcher Yamamoto swallowed a stray peanut and had an allergic reaction!""}",37891,"b72f3061-f573-40d7-832a-5ad475bd7909",8,"2021-03-02 23:12:01.387046","2021-03-07 19:01:08.202873","1e8b09bd-fbdd-444e-bd7e-10326bd57156",0,-1,160590,"1e8b09bd-fbdd-444e-bd7e-10326bd57156","2021-03-02 23:12:00.323605","2021-03-04 19:06:00.264437","Fletcher Yamamoto",False,"74afa0f4-e253-8f0d-5c61-b48310cdffeb",0.606294475524074,0.849042040807144,0.866163100156426,0.383458139302687,0.598003606572753,0.164183290621053,0.201560079716771,0.127158984949198,0.455995772900623,0.104599430702255,0.779801228570349,0.744306643885083,0.969943907393565,0.183206758916626,0.644706133434158,0.597318716702751,0.648441172250218,0.57929876117374,0.704585757153169,0.268782001826868,0.432429257302378,0.1,0.302420069896729,0.274275672197034,0.679691787078381,0.459275054815428,13,9,99,True,"","","Breadmaking",10,2,"fletcher-yamamoto",-1,0,0.394574869135948,0.404730247841858,0.199765856847667,0.41584091823904
"Patel Beyonce swallowed a stray peanut and had an allergic reaction!",778396,"2021-03-04 20:06:25.612882","667555d5-c543-40e7-ab8b-2a8507912eef","SINGLE",19,2,True,1,"4ecee7be-93e4-4f04-b114-6b333e0e6408","979aee4a-6d80-4863-bf1c-ee1a78e06024","3a96d76a-c508-45a0-94a0-8f64cd6beeb4","b024e975-1c4a-4575-8936-a3754a08806a",0,2,3,3,0,"{C,B,F,B,X}",2,2,1,False,False,0,True,1,0,False,False,0,False,False,False,"UNKNOWN",False,0,1,False,"{""Sutton Dreamy batting for the Fridays, wielding Night Vision Goggles."",""Patel Beyonce swallowed a stray peanut and had an allergic reaction!"",""Strike, flinching. 0-1"",""Ball. 1-1"",""Foul Ball. 1-2"",""Ball. 2-2"",""Sutton Dreamy hits a Single!""}",NULL,11,74,False,"{}",False,"{}",4,4,4,4,-1,"667555d5-c543-40e7-ab8b-2a8507912eef",74,11,NULL,0.42227,0.57773,10,3,3,False,"b024e975-1c4a-4575-8936-a3754a08806a","979aee4a-6d80-4863-bf1c-ee1a78e06024",3,14,8,False,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","29c106e8-f397-46cc-9d91-161ac90d18bd","a5f8ce83-02b2-498c-9e48-533a1d81aebf","3a96d76a-c508-45a0-94a0-8f64cd6beeb4",-1,"{""Patel Beyonce swallowed a stray peanut and had an allergic reaction!""}",37321,"b024e975-1c4a-4575-8936-a3754a08806a",9,"2020-10-18 19:00:04.668","2021-04-11 18:16:10.94717","a1ed3396-114a-40bc-9ff0-54d7e1ad1718",0,-1,160259,"a1ed3396-114a-40bc-9ff0-54d7e1ad1718","2021-03-01 04:15:01.119848","2021-03-04 20:08:00.672814","Patel Beyonce",False,"e229045d-68bd-13e3-3d51-2563e8686e5f",1.10820448501689,0.70898346204307,0.754447210164672,0.577702570231293,0.505136434808281,0.879751715469546,1.08865597311813,0.175775397760971,0.728620248701364,0.553904842911614,0.652628679370917,0.965320286380734,0.890799048536982,0.600739696372476,0.991269755089285,0.284089365811957,0.884744448127055,0.711998349734783,0.22187295572195,0.967322388675665,0.671797733004844,0.1,0.426001086388482,0.265247353848149,0.894688429128813,0.965341276555041,12,7,94,True,"","","Daydreaming",6,9,"patel-beyonce",-1,0,0.863192672396749,0.589785900645446,0.57804697983122,0.75136167729489
"Halexandrey Walton swallowed a stray peanut and had an allergic reaction!",786323,"2021-03-05 08:06:17.600308","f8763bbf-0171-4e60-bcfe-fdd30bec2824","WALK",18,2,True,1,"0cc5bd39-e90d-42f9-9dd8-7e703f316436","b63be8c2-576a-4d6e-8daf-814f8bcea96f","0bb35615-63f2-4492-80ec-b6b322dc5450","878c1bf6-0d21-4659-bfee-916c8314d69c",1,1,3,3,0,"{F,S,F,F,B,B,B,B}",2,4,3,False,False,0,True,0,0,False,False,0,False,False,False,NULL,False,0,0,False,"{""Don Elliott batting for the Dale."",""A solitary peanut rolls onto the field. Nobody cares."",""Foul Ball. 0-1"",""Strike, swinging. 0-2"",""Foul Ball. 0-2"",""Foul Ball. 0-2"",""Ball. 1-2"",""Ball. 2-2"",""Ball. 3-2"",""Halexandrey Walton swallowed a stray peanut and had an allergic reaction!"",""Don Elliott draws a walk.""}",NULL,11,86,False,"{}",False,"{}",4,4,4,4,-1,"f8763bbf-0171-4e60-bcfe-fdd30bec2824",86,11,NULL,0.426756,0.573244,10,3,3,False,"878c1bf6-0d21-4659-bfee-916c8314d69c","b63be8c2-576a-4d6e-8daf-814f8bcea96f",1,10,8,False,False,"b67e9bbb-1495-4e1b-b517-f1444b0a6c8b","4ae9d46a-5408-460a-84fb-cbd8d03fff6c","f6c34021-97cd-441d-a0d6-ed0533bb690d","20be1c34-071d-40c6-8824-dde2af184b4d","0bb35615-63f2-4492-80ec-b6b322dc5450",-1,"{""Halexandrey Walton swallowed a stray peanut and had an allergic reaction!"",""Randy Dennis swallowed a stray peanut and had an allergic reaction!""}",36971,"878c1bf6-0d21-4659-bfee-916c8314d69c",0,"2020-09-04 17:25:08.697","2021-04-11 18:16:51.067","03b80a57-77ea-4913-9be4-7a85c3594745",0,-1,159863,"03b80a57-77ea-4913-9be4-7a85c3594745","2021-03-01 04:15:00.591665","2021-03-05 08:08:00.374774","Halexandrey Walton",False,"790d26a0-f74a-d816-ee9a-dba167ff024c",1.25171958920769,1.01129848457134,1.27204583817119,1.3314616182581,0.246756544596162,0.684169248107808,1.00134070004975,0.626719794750123,0.607811289013614,0.273527068731053,1.03555846485478,1.30151506594843,0.858489585218539,1.03796846038473,0.542768889917767,0.001,0.908953726133993,0.62134427730584,0.786401225140161,1.07679838048241,0.679872759790469,0.1,0.40627679620653,0.419161804434028,0.953000053969409,0.510165032409143,13,7,43,True,"","","Essential oils",7,9,"halexandrey-walton",-1,0,0.881031299813191,0.515418388321761,0.457708169086792,0.986473561888372
