"evt","perceived_at","game_id","season","day","player_id","player_name"
"Inning 3 is now an Outing. Cudi Di Batterino is no longer a Triple Threat! Parker Meng is no longer a Triple Threat!","2020-12-01 22:09:40.606251","68d81029-9405-48a2-bb44-449faac4e375",-1,10,"6a567da6-7c96-44d3-85de-e5a08a919250","Cudi Di Batterino"
"Inning 3 is now an Outing. Cudi Di Batterino is no longer a Triple Threat! Parker Meng is no longer a Triple Threat!","2020-12-01 22:09:40.606251","68d81029-9405-48a2-bb44-449faac4e375",-1,10,"73265ee3-bb35-40d1-b696-1f241a6f5966","Parker Meng"
"Inning 3 is now an Outing. Theodore Cervantes is no longer a Triple Threat! Sandford Garner is no longer a Triple Threat!","2020-12-01 23:06:28.617411","8e8b9b1b-1f09-4377-adbf-438dbb44f71f",-1,11,"f2c477fb-28ea-4fcb-943a-9fab22df3da0","Sandford Garner"
"Inning 3 is now an Outing. Theodore Cervantes is no longer a Triple Threat! Sandford Garner is no longer a Triple Threat!","2020-12-01 23:06:28.617411","8e8b9b1b-1f09-4377-adbf-438dbb44f71f",-1,11,"ae4acebd-edb5-4d20-bf69-f2d5151312ff","Theodore Cervantes"
"Inning 3 is now an Outing. Nebula Holstein is no longer a Triple Threat! Juice Collins is no longer a Triple Threat!","2020-12-01 23:08:41.617392","31205637-2b14-4ac6-94a1-58205ef72c7f",-1,11,"92ff8e42-dcca-4a94-a83d-24d2900b811a","Nebula Holstein"
"Inning 3 is now an Outing. Nebula Holstein is no longer a Triple Threat! Juice Collins is no longer a Triple Threat!","2020-12-01 23:08:41.617392","31205637-2b14-4ac6-94a1-58205ef72c7f",-1,11,"21cbbfaa-100e-48c5-9cea-7118b0d08a34","Juice Collins"
"Inning 3 is now an Outing. Parker Meng is no longer a Triple Threat!","2020-12-09 00:08:22.606124","e22140d9-a81a-4787-97b0-920490c868b0",-1,15,"73265ee3-bb35-40d1-b696-1f241a6f5966","Parker Meng"
