"evt","perceived_at","game_id","season","day","drainer_id","drainer_name","drained_id","drained_name"
"The Blooddrain gurgled! Arturo Huerta siphoned some of Ronan Jaylee's pitching ability!","2020-10-09 18:21:35.10975","2b61b102-b8eb-4c8c-b9ec-6f45ddaffadc",8,98,"6f9de777-e812-4c84-915c-ef283c9f0cde","Arturo Huerta","042962c8-4d8b-44a6-b854-6ccef3d82716","Ronan Jaylee"
"The Blooddrain gurgled! Richardson Games siphoned some of Fletcher Yamamoto's defensive ability to add an Out!","2020-10-12 16:00:05.735228","6922cb3b-cfda-4216-989b-f9c8a51f43a5",9,0,"b1b141fc-e867-40d1-842a-cea30a97ca4f","Richardson Games","1e8b09bd-fbdd-444e-bd7e-10326bd57156","Fletcher Yamamoto"
"The Blooddrain gurgled! Nagomi Mcdaniel siphoned some of Kathy Mathews's defensive ability to remove a Ball!","2020-10-12 16:12:31.611392","d56192f7-3753-43a7-b4d9-bedb55384887",9,0,"c0732e36-3731-4f1a-abdc-daa9563b6506","Nagomi Mcdaniel","9c3273a0-2711-4958-b716-bfcf60857013","Kathy Mathews"
"The Blooddrain gurgled! Randy Dennis siphoned some of Nic Winkler's defensive ability to add an Out!","2020-10-12 16:19:55.609814","0a1061c6-b177-497a-9a0a-40b880804d9b",9,0,"5a26fc61-d75d-4c01-9ce2-1880ffb5550f","Randy Dennis","855775c1-266f-40f6-b07b-3a67ccdf8551","Nic Winkler"
"The Blooddrain gurgled! Baldwin Breadwinner siphoned some of Blood Hamburger's defensive ability!","2020-10-12 16:20:44.131672","6922cb3b-cfda-4216-989b-f9c8a51f43a5",9,0,"e4034192-4dc6-4901-bb30-07fe3cf77b5e","Baldwin Breadwinner","f7847de2-df43-4236-8dbe-ae403f5f3ab3","Blood Hamburger"
"The Blooddrain gurgled! Dudley Mueller siphoned some of Son Scotch's defensive ability to add an Out!","2020-10-12 17:14:32.108743","3cb325a0-19c7-45fb-ab2b-95e8df138a89",9,1,"2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller","285ce77d-e5cd-4daa-9784-801347140d48","Son Scotch"
"The Blooddrain gurgled! Halexandrey Walton siphoned some of Hahn Fox's hitting ability to remove an Out!","2020-10-12 19:04:33.11602","fcf72b08-814a-4eb0-b975-59b77dfee38a",9,3,"03b80a57-77ea-4913-9be4-7a85c3594745","Halexandrey Walton","f0bcf4bb-74b3-412e-a54c-04c12ad28ecb","Hahn Fox"
"The Blooddrain gurgled! Cory Ross siphoned some of Jaxon Buckley's defensive ability to add a Strike!","2020-10-12 19:13:52.119329","ff121fb5-eef3-401e-ac79-1ecb53fe42ce",9,3,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","405dfadf-d435-4307-82f6-8eba2287e87a","Jaxon Buckley"
"The Blooddrain gurgled! Halexandrey Walton siphoned some of Nerd Pacheco's defensive ability to remove a Ball!","2020-10-12 19:15:30.112813","fcf72b08-814a-4eb0-b975-59b77dfee38a",9,3,"03b80a57-77ea-4913-9be4-7a85c3594745","Halexandrey Walton","190a0f31-d686-4ac4-a7f3-cfc87b72c145","Nerd Pacheco"
"The Blooddrain gurgled! Randy Dennis siphoned some of Stephanie Winters's baserunning ability to remove an Out!","2020-10-12 19:16:33.606796","53a700f2-3d8e-4e31-bd64-fc563323cc6d",9,3,"5a26fc61-d75d-4c01-9ce2-1880ffb5550f","Randy Dennis","ad1e670a-f346-4bf7-a02f-a91649c41ccb","Stephanie Winters"
"The Blooddrain gurgled! Dudley Mueller siphoned some of Valentine Games's defensive ability!","2020-10-12 19:17:33.60716","fcf72b08-814a-4eb0-b975-59b77dfee38a",9,3,"2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller","c675fcdf-6117-49a6-ac32-99a89a3a88aa","Valentine Games"
"The Blooddrain gurgled! Cory Ross siphoned some of Jaxon Buckley's defensive ability to add an Out!","2020-10-12 20:06:50.614379","7085474a-9550-4b64-8a77-83751eea4288",9,4,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","405dfadf-d435-4307-82f6-8eba2287e87a","Jaxon Buckley"
"The Blooddrain gurgled! Cory Ross siphoned some of Eduardo Woodman's defensive ability to remove a Ball!","2020-10-12 20:16:56.619901","7085474a-9550-4b64-8a77-83751eea4288",9,4,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","32810dca-825c-4dbc-8b65-0702794c424e","Eduardo Woodman"
"The Blooddrain gurgled! Cory Ross siphoned some of Jaxon Buckley's defensive ability!","2020-10-12 20:22:33.676746","7085474a-9550-4b64-8a77-83751eea4288",9,4,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","405dfadf-d435-4307-82f6-8eba2287e87a","Jaxon Buckley"
"The Blooddrain gurgled! Cory Ross siphoned some of Farrell Seagull's defensive ability to remove a Ball!","2020-10-12 21:21:57.11335","fc202e4d-5d35-43a0-999a-3cd83824c316",9,5,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull"
"The Blooddrain gurgled! Isaac Johnson siphoned some of Gallup Crueller's defensive ability!","2020-10-12 22:07:25.107236","a25a1faf-d008-407c-97cd-01d2f84f871b",9,6,"68f98a04-204f-4675-92a7-8823f2277075","Isaac Johnson","e7ecf646-e5e4-49ef-a0e3-10a78e87f5f4","Gallup Crueller"
"The Blooddrain gurgled! Cory Ross siphoned some of Socks Maybe's defensive ability to add a Strike!","2020-10-12 22:08:52.614771","a25a1faf-d008-407c-97cd-01d2f84f871b",9,6,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","20c529b3-947e-4a77-b56f-69fe25fb3717","Socks Maybe"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Comfort Septemberish's defensive ability to add a Strike!","2020-10-12 22:09:45.614095","3ebdf263-4b8b-4ed3-8b94-453fd9364c71",9,6,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","d8ee256f-e3d0-46cb-8c77-b1f88d8c9df9","Comfort Septemberish"
"The Blooddrain gurgled! Cory Ross siphoned some of Goobie Ballson's defensive ability to add a Strike!","2020-10-12 22:12:16.446","a25a1faf-d008-407c-97cd-01d2f84f871b",9,6,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","ab36c776-b520-429b-a85f-bf633d7b081a","Goobie Ballson"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Son Scotch's defensive ability to add an Out!","2020-10-12 22:22:46.610519","3ebdf263-4b8b-4ed3-8b94-453fd9364c71",9,6,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","285ce77d-e5cd-4daa-9784-801347140d48","Son Scotch"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Denzel Scott's hitting ability to remove a Strike!","2020-10-12 22:23:13.609664","3ebdf263-4b8b-4ed3-8b94-453fd9364c71",9,6,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","d2d76815-cbdc-4c4b-9c9e-32ebf2297cc7","Denzel Scott"
"The Blooddrain gurgled! Beans McBlase siphoned some of Lawrence Horne's defensive ability to add an Out!","2020-10-12 23:05:44.106747","028307e2-d76b-48da-bf37-bcd750f4e182",9,7,"dddb6485-0527-4523-9bec-324a5b66bf37","Beans McBlase","2b9f9c25-43ec-4f0b-9937-a5aa23be0d9e","Lawrence Horne"
"The Blooddrain gurgled! Isaac Johnson siphoned some of Gallup Crueller's defensive ability to add an Out!","2020-10-12 23:08:55.611011","bb4eb508-6362-46b6-877f-f28c62f95b4e",9,7,"68f98a04-204f-4675-92a7-8823f2277075","Isaac Johnson","e7ecf646-e5e4-49ef-a0e3-10a78e87f5f4","Gallup Crueller"
"The Blooddrain gurgled! Yeong-Ho Benitez siphoned some of Simon Haley's defensive ability!","2020-10-12 23:10:17.129073","eef26736-ffd9-4a38-9429-7c949b80d02c",9,7,"ecb8d2f5-4ff5-4890-9693-5654e00055f6","Yeong-Ho Benitez","020ed630-8bae-4441-95cc-0e4ecc27253b","Simon Haley"
"The Blooddrain gurgled! Cory Ross siphoned some of Swamuel Mora's defensive ability to add a Strike!","2020-10-12 23:12:19.605482","bb4eb508-6362-46b6-877f-f28c62f95b4e",9,7,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","c182f33c-aea5-48a2-97ed-dc74fa29b3c0","Swamuel Mora"
"The Blooddrain gurgled! Lang Richardson siphoned some of Blood Hamburger's defensive ability!","2020-10-12 23:32:56.110385","eef26736-ffd9-4a38-9429-7c949b80d02c",9,7,"da0bbbe6-d13c-40cc-9594-8c476975d93d","Lang Richardson","f7847de2-df43-4236-8dbe-ae403f5f3ab3","Blood Hamburger"
"The Blooddrain gurgled! Yeong-Ho Benitez siphoned some of Stu Trololol's defensive ability to add an Out!","2020-10-13 00:03:12.611667","6a9da52b-e03c-4467-b058-17e4ba2e182b",9,8,"ecb8d2f5-4ff5-4890-9693-5654e00055f6","Yeong-Ho Benitez","d47dd08e-833c-4302-a965-a391d345455c","Stu Trololol"
"The Blooddrain gurgled! Richardson Games siphoned some of Farrell Seagull's defensive ability!","2020-10-13 00:08:32.60654","6a9da52b-e03c-4467-b058-17e4ba2e182b",9,8,"b1b141fc-e867-40d1-842a-cea30a97ca4f","Richardson Games","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull"
"The Blooddrain gurgled! Beans McBlase siphoned some of Cell Barajas's defensive ability to add an Out!","2020-10-13 00:15:48.61407","6472fb2a-a9a6-4300-9585-7cf70d2d4694",9,8,"dddb6485-0527-4523-9bec-324a5b66bf37","Beans McBlase","bd8778e5-02e8-4d1f-9c31-7b63942cc570","Cell Barajas"
"The Blooddrain gurgled! Yeong-Ho Benitez siphoned some of Sebastian Woodman's defensive ability to add an Out!","2020-10-13 00:16:22.606776","6a9da52b-e03c-4467-b058-17e4ba2e182b",9,8,"ecb8d2f5-4ff5-4890-9693-5654e00055f6","Yeong-Ho Benitez","15d3a844-df6b-4193-a8f5-9ab129312d8d","Sebastian Woodman"
"The Blooddrain gurgled! Richardson Games siphoned some of Yeong-Ho Benitez's defensive ability to add a Strike! Yeong-Ho Benitez strikes out looking.","2020-10-13 00:24:08.608293","6a9da52b-e03c-4467-b058-17e4ba2e182b",9,8,"b1b141fc-e867-40d1-842a-cea30a97ca4f","Richardson Games","ecb8d2f5-4ff5-4890-9693-5654e00055f6","Yeong-Ho Benitez"
"The Blooddrain gurgled! Winnie Hess siphoned some of Wyatt Glover's pitching ability!","2020-10-13 01:27:34.611867","8ebd2d93-73db-4d61-b2ee-58038eccd107",9,9,"f2a27a7e-bf04-4d31-86f5-16bfa3addbe7","Winnie Hess","e16c3f28-eecd-4571-be1a-606bbac36b2b","Wyatt Glover"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Conner Haley's defensive ability to remove a Ball!","2020-10-13 02:06:14.611534","01011673-f888-4f61-8357-6393e4a9baf2",9,10,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","740d5fef-d59f-4dac-9a75-739ec07f91cf","Conner Haley"
"The Blooddrain gurgled! Cory Ross siphoned some of Zion Aliciakeyes's defensive ability to add an Out!","2020-10-13 02:07:31.608271","01011673-f888-4f61-8357-6393e4a9baf2",9,10,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","2e86de11-a2dd-4b28-b5fe-f4d0c38cd20b","Zion Aliciakeyes"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Sam Scandal's defensive ability!","2020-10-13 02:21:04.606848","01011673-f888-4f61-8357-6393e4a9baf2",9,10,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","82d1b7b4-ce00-4536-8631-a025f05150ce","Sam Scandal"
"The Blooddrain gurgled! Isaac Johnson siphoned some of Margarito Nava's defensive ability to add an Out!","2020-10-13 03:01:47.615493","758862b8-26cd-4741-9d20-2ba47f0a3311",9,11,"68f98a04-204f-4675-92a7-8823f2277075","Isaac Johnson","718dea1a-d9a8-4c2b-933a-f0667b5250e6","Margarito Nava"
"The Blooddrain gurgled! Richardson Games siphoned some of Ziwa Mueller's defensive ability to add an Out!","2020-10-13 03:05:23.611423","773e0a2c-93eb-49ed-a6ce-56cbe316b724",9,11,"b1b141fc-e867-40d1-842a-cea30a97ca4f","Richardson Games","8c8cc584-199b-4b76-b2cd-eaa9a74965e5","Ziwa Mueller"
"The Blooddrain gurgled! Dudley Mueller siphoned some of Malik Romayne's defensive ability to add an Out!","2020-10-13 03:12:27.611553","dcdd601a-846b-4c89-af2b-cf7575b4402e",9,11,"2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller","f56657d3-3bdc-4840-a20c-91aca9cc360e","Malik Romayne"
"The Blooddrain gurgled! Dudley Mueller siphoned some of Math Velazquez's defensive ability to remove a Ball!","2020-10-13 03:14:30.607155","dcdd601a-846b-4c89-af2b-cf7575b4402e",9,11,"2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller","32551e28-3a40-47ae-aed1-ff5bc66be879","Math Velazquez"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Oliver Mueller's defensive ability!","2020-10-13 04:09:40.108535","e5fbf289-ad11-4e8a-8027-a4b48393c5da",9,12,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","8b53ce82-4b1a-48f0-999d-1774b3719202","Oliver Mueller"
"The Blooddrain gurgled! Spears Taylor siphoned some of Oscar Dollie's defensive ability to add a Strike!","2020-10-13 04:21:46.119379","1ac69e0e-1e74-46b6-8aa5-85011a054737",9,12,"13a05157-6172-4431-947b-a058217b4aa5","Spears Taylor","63512571-2eca-4bc4-8ad9-a5308a22ae22","Oscar Dollie"
"The Blooddrain gurgled! Nagomi Mcdaniel siphoned some of Baby Urlacher's defensive ability to remove a Ball!","2020-10-13 05:04:27.609244","fbb3aeeb-0f11-4936-9f26-57410d42037f",9,13,"c0732e36-3731-4f1a-abdc-daa9563b6506","Nagomi Mcdaniel","ad8d15f4-e041-4a12-a10e-901e6285fdc5","Baby Urlacher"
"The Blooddrain gurgled! Beans McBlase siphoned some of Thomas Dracaena's defensive ability to add a Strike! Thomas Dracaena strikes out looking.","2020-10-13 06:20:00.213454","4b722b30-b1c6-462a-a5a9-f5cc6e485f42",9,14,"dddb6485-0527-4523-9bec-324a5b66bf37","Beans McBlase","4b3e8e9b-6de1-4840-8751-b1fb45dc5605","Thomas Dracaena"
"The Blooddrain gurgled! Nagomi Mcdaniel siphoned some of Margarito Nava's defensive ability to remove a Ball!","2020-10-13 09:00:21.539276","f42f5433-765d-4eee-afd0-1ae7b2919a99",9,17,"c0732e36-3731-4f1a-abdc-daa9563b6506","Nagomi Mcdaniel","718dea1a-d9a8-4c2b-933a-f0667b5250e6","Margarito Nava"
"The Blooddrain gurgled! Beans McBlase siphoned some of Schneider Bendie's defensive ability to remove a Ball!","2020-10-13 09:25:43.609241","900fd7e7-2405-4510-9153-d5dd46c45971",9,17,"dddb6485-0527-4523-9bec-324a5b66bf37","Beans McBlase","4ffd2e50-bb5b-45d0-b7c4-e24d41b2ff5d","Schneider Bendie"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Ren Hunter's defensive ability!","2020-10-13 11:22:31.606106","c2c6fa73-fce3-41c2-a2ad-0f44d1170714",9,19,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","198fd9c8-cb75-482d-873e-e6b91d42a446","Ren Hunter"
"The Blooddrain gurgled! Cory Ross siphoned some of Washer Barajas's baserunning ability to add a Ball! Rai Spliff draws a walk.","2020-10-13 12:08:29.61116","1d34a977-9366-4ae8-b836-352e80abe834",9,20,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","17392be2-7344-48a0-b4db-8a040a7fb532","Washer Barajas"
"The Blooddrain gurgled! Theodore Cervantes siphoned some of Mummy Melcon's pitching ability to add a Strike!","2020-10-13 12:08:54.613949","4789be25-57d7-4baf-b1b9-026218b1ce46",9,20,"ae4acebd-edb5-4d20-bf69-f2d5151312ff","Theodore Cervantes","1db2f602-64b1-4a5c-8697-1932cc2c6df1","Mummy Melcon"
"The Blooddrain gurgled! Randy Dennis siphoned some of Vito Kravitz's defensive ability to add an Out!","2020-10-13 12:14:22.110791","2452c1c8-9ee5-41da-8409-dd573de111df",9,20,"5a26fc61-d75d-4c01-9ce2-1880ffb5550f","Randy Dennis","2e13249e-38ff-46a2-a55e-d15fa692468a","Vito Kravitz"
"The Blooddrain gurgled! Dudley Mueller siphoned some of Stephens Lightner's defensive ability!","2020-10-13 12:16:43.60995","3062028e-d1df-439c-96dd-fbf8945527cd",9,20,"2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller","4f328502-d347-4d2c-8fad-6ae59431d781","Stephens Lightner"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Winnie Mccall's defensive ability to add an Out!","2020-10-13 12:20:47.63446","4789be25-57d7-4baf-b1b9-026218b1ce46",9,20,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","413b3ddb-d933-4567-a60e-6d157480239d","Winnie Mccall"
"The Blooddrain gurgled! Combs Estes siphoned some of Dudley Mueller's pitching ability!","2020-10-13 12:21:27.607419","3062028e-d1df-439c-96dd-fbf8945527cd",9,20,"0295c6c2-b33c-47dd-affa-349da7fa1760","Combs Estes","2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller"
"The Blooddrain gurgled! Halexandrey Walton siphoned some of Cannonball Sports's defensive ability to add an Out!","2020-10-13 13:00:46.61133","4f2c8dfe-3750-4773-8797-f6f598ad4616",9,21,"03b80a57-77ea-4913-9be4-7a85c3594745","Halexandrey Walton","c0998a08-de15-4187-b903-2e096ffa08e5","Cannonball Sports"
"The Blooddrain gurgled! Nagomi Mcdaniel siphoned some of Summers Preston's defensive ability to add a Strike!","2020-10-13 13:02:22.609637","30222496-b419-45f7-a4ff-c62101d1479a",9,21,"c0732e36-3731-4f1a-abdc-daa9563b6506","Nagomi Mcdaniel","80e474a3-7d2b-431d-8192-2f1e27162607","Summers Preston"
"The Blooddrain gurgled! Halexandrey Walton siphoned some of Rivers Clembons's hitting ability!","2020-10-13 13:13:54.114887","4f2c8dfe-3750-4773-8797-f6f598ad4616",9,21,"03b80a57-77ea-4913-9be4-7a85c3594745","Halexandrey Walton","af6b3edc-ed52-4edc-b0c9-14e0a5ae0ee3","Rivers Clembons"
"The Blooddrain gurgled! Beans McBlase siphoned some of Sparks Beans's hitting ability to remove an Out!","2020-10-13 14:01:31.615095","0d5a1f20-a2b3-4d8e-896d-5b8463ce15ab",9,22,"dddb6485-0527-4523-9bec-324a5b66bf37","Beans McBlase","1c73f91e-0562-480d-9543-2aab1d5e5acd","Sparks Beans"
"The Blooddrain gurgled! Cory Ross siphoned some of Stew Briggs's defensive ability to remove a Ball!","2020-10-13 14:04:27.609659","c60ee935-6ed0-44af-bd0c-cbf9dc6fc333",9,22,"17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross","46721a07-7cd2-4839-982e-7046df6e8b66","Stew Briggs"
"The Blooddrain gurgled! Randy Dennis siphoned some of Mcdowell Mason's defensive ability to remove a Ball!","2020-10-13 14:09:55.207955","a7ee8810-dbba-4453-9258-7c60e97d72a5",9,22,"5a26fc61-d75d-4c01-9ce2-1880ffb5550f","Randy Dennis","63df8701-1871-4987-87d7-b55d4f1df2e9","Mcdowell Mason"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Juice Collins's defensive ability to remove a Ball!","2020-10-13 14:16:13.108311","2039aa99-572a-42bd-8c9f-b6eb21bc0ca0",9,22,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","21cbbfaa-100e-48c5-9cea-7118b0d08a34","Juice Collins"
"The Blooddrain gurgled! Dudley Mueller siphoned some of Kichiro Guerra's defensive ability to add a Strike!","2020-10-13 15:13:39.111398","d855da7d-53f9-4f1c-9ef3-0ac8f278c21f",9,23,"2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller","58c9e294-bd49-457c-883f-fb3162fc668e","Kichiro Guerra"
"The Blooddrain gurgled! Dudley Mueller siphoned some of Helga Burton's defensive ability!","2020-10-13 15:14:01.473501","d855da7d-53f9-4f1c-9ef3-0ac8f278c21f",9,23,"2b5f5dd7-e31f-4829-bec5-546652103bc0","Dudley Mueller","bd24e18b-800d-4f15-878d-e334fb4803c4","Helga Burton"
"The Blooddrain gurgled! Isaac Johnson siphoned some of Elijah Valenzuela's defensive ability!","2020-10-13 15:17:39.607596","3947ad1f-71a3-4e15-bd03-2c8262552b1e",9,23,"68f98a04-204f-4675-92a7-8823f2277075","Isaac Johnson","2f3d7bc7-6ffb-40c3-a94f-5e626be413c9","Elijah Valenzuela"
"The Blooddrain gurgled! Randy Dennis siphoned some of Sutton Dreamy's defensive ability!","2020-10-13 18:02:42.61005","7636299a-4dc8-47e3-b531-3f6a70239c77",9,26,"5a26fc61-d75d-4c01-9ce2-1880ffb5550f","Randy Dennis","4ecee7be-93e4-4f04-b114-6b333e0e6408","Sutton Dreamy"
"The Blooddrain gurgled! Declan Suzanne siphoned some of Lawrence Horne's defensive ability!","2020-10-13 18:07:14.611641","1ccbc3f0-bb0c-4101-b4fd-5b4486810116",9,26,"bfd9ff52-9bf6-4aaf-a859-d308d8f29616","Declan Suzanne","2b9f9c25-43ec-4f0b-9937-a5aa23be0d9e","Lawrence Horne"
"The Blooddrain gurgled! Glabe Moon siphoned some of Sigmund Castillo's defensive ability to remove a Ball!","2020-10-13 18:12:07.618886","71337949-8efe-4d0a-ae9f-02b0698ed528",9,26,"04931546-1b4a-469f-b391-7ed67afe824c","Glabe Moon","126fb128-7c53-45b5-ac2b-5dbf9943d71b","Sigmund Castillo"
"The Blooddrain gurgled! Randy Dennis siphoned some of Forrest Best's defensive ability!","2020-10-13 18:12:38.608394","7636299a-4dc8-47e3-b531-3f6a70239c77",9,26,"5a26fc61-d75d-4c01-9ce2-1880ffb5550f","Randy Dennis","d35ccee1-9559-49a1-aaa4-7809f7b5c46e","Forrest Best"
"The Blooddrain gurgled! Nagomi Mcdaniel siphoned some of Jasmine Washington's defensive ability!","2020-10-13 18:22:55.607674","7636299a-4dc8-47e3-b531-3f6a70239c77",9,26,"c0732e36-3731-4f1a-abdc-daa9563b6506","Nagomi Mcdaniel","12577256-bc4e-4955-81d6-b422d895fb12","Jasmine Washington"
"The Blooddrain gurgled! Raúl Leal siphoned some of Tot Fox's hitting ability!","2020-10-13 18:24:00.618868","7636299a-4dc8-47e3-b531-3f6a70239c77",9,26,"2e6d4fa9-f930-47bd-971a-dd54a3cf7db1","Raúl Leal","90c2cec7-0ed5-426a-9de8-754f34d59b39","Tot Fox"
"The Blooddrain gurgled! Richardson Games siphoned some of Andrew Solis's defensive ability!","2020-10-13 20:13:11.60974","0ded9ad4-e424-4bb7-85b0-d28a8ad12724",9,27,"b1b141fc-e867-40d1-842a-cea30a97ca4f","Richardson Games","f38c5d80-093f-46eb-99d6-942aa45cd921","Andrew Solis"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Quack Enjoyable's defensive ability to add an Out!","2020-10-13 20:18:39.607037","d5b2c236-e6f0-4224-a41a-cf4145ebc059",9,27,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","86adac6f-c694-44ac-9560-758de7eac937","Quack Enjoyable"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Summers Pony's defensive ability!","2020-10-13 20:20:42.610847","d5b2c236-e6f0-4224-a41a-cf4145ebc059",9,27,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","81a0889a-4606-4f49-b419-866b57331383","Summers Pony"
"The Blooddrain gurgled! Glabe Moon siphoned some of Steph Weeks's defensive ability to add a Strike!","2020-10-13 20:23:16.115378","71cea485-1a6c-4a36-a58e-200eb53c4f9b",9,27,"04931546-1b4a-469f-b391-7ed67afe824c","Glabe Moon","18f45a1b-76eb-4b59-a275-c64cf62afce0","Steph Weeks"
"The Blooddrain gurgled! Silvia Rugrat siphoned some of Swamuel Mora's pitching ability to remove a Ball!","2020-10-13 22:01:57.10605","23079c34-aa32-4d4b-87f8-64efd5debc31",9,29,"089af518-e27c-4256-adc8-62e3f4b30f43","Silvia Rugrat","c182f33c-aea5-48a2-97ed-dc74fa29b3c0","Swamuel Mora"
"The Blooddrain gurgled! Richardson Games siphoned some of Ren Hunter's hitting ability!","2020-10-13 22:06:54.60948","34181a75-898d-4490-8284-14a92673c0f3",9,29,"b1b141fc-e867-40d1-842a-cea30a97ca4f","Richardson Games","198fd9c8-cb75-482d-873e-e6b91d42a446","Ren Hunter"
"The Blooddrain gurgled! Knight Urlacher siphoned some of Ronan Combs's defensive ability to add an Out!","2020-10-13 23:18:10.613761","bea6a3db-2599-42ac-9ec4-5c6af765dfdf",9,30,"cbd19e6f-3d08-4734-b23f-585330028665","Knight Urlacher","e4f1f358-ee1f-4466-863e-f329766279d0","Ronan Combs"
"The Blooddrain gurgled! Spears Taylor siphoned some of Sam Scandal's defensive ability!","2020-10-14 00:06:54.608889","9b50a335-3828-479f-98d3-aab7de3a9baa",9,31,"13a05157-6172-4431-947b-a058217b4aa5","Spears Taylor","82d1b7b4-ce00-4536-8631-a025f05150ce","Sam Scandal"
"The Blooddrain gurgled! Spears Taylor siphoned some of Cory Ross's defensive ability to add a Strike!","2020-10-14 01:16:54.109534","efdcb60d-56f1-416c-aafe-98f0326477ff",9,32,"13a05157-6172-4431-947b-a058217b4aa5","Spears Taylor","17397256-c28c-4cad-85f2-a21768c66e67","Cory Ross"
"The Blooddrain gurgled! Glabe Moon siphoned some of Pudge Nakatamo's defensive ability!","2020-10-14 02:00:01.62528","d32623fe-d5e1-46c3-9a2e-aba977b6aa98",9,33,"04931546-1b4a-469f-b391-7ed67afe824c","Glabe Moon","cc11963b-a05b-477b-b154-911dc31960df","Pudge Nakatamo"
"The Blooddrain gurgled! Glabe Moon siphoned some of Marco Stink's defensive ability to add an Out!","2020-10-14 02:03:04.120278","d32623fe-d5e1-46c3-9a2e-aba977b6aa98",9,33,"04931546-1b4a-469f-b391-7ed67afe824c","Glabe Moon","87e6ae4b-67de-4973-aa56-0fc9835a1e1e","Marco Stink"
"The Blooddrain gurgled! Randy Dennis siphoned some of Eizabeth Elliott's defensive ability to add a Strike!","2020-10-14 03:08:19.610931","d237ce82-4743-4412-a441-fffc7651a008",9,34,"5a26fc61-d75d-4c01-9ce2-1880ffb5550f","Randy Dennis","aa6c2662-75f8-4506-aa06-9a0993313216","Eizabeth Elliott"
"The Blooddrain gurgled! Halexandrey Walton siphoned some of Son Scotch's defensive ability to add an Out!","2020-10-14 04:03:27.609694","769df19d-cc50-4bb1-95bc-df5d9dd51b37",9,35,"03b80a57-77ea-4913-9be4-7a85c3594745","Halexandrey Walton","285ce77d-e5cd-4daa-9784-801347140d48","Son Scotch"
"The Blooddrain gurgled! Glabe Moon siphoned some of Hewitt Best's defensive ability!","2020-10-14 04:22:15.608838","64a74011-7021-4fbf-a1d1-030327238bf9",9,35,"04931546-1b4a-469f-b391-7ed67afe824c","Glabe Moon","88cd6efa-dbf2-4309-aabe-ec1d6f21f98a","Hewitt Best"
"The Blooddrain gurgled! Glabe Moon siphoned some of Stew Briggs's defensive ability!","2020-10-14 04:23:23.10824","64a74011-7021-4fbf-a1d1-030327238bf9",9,35,"04931546-1b4a-469f-b391-7ed67afe824c","Glabe Moon","46721a07-7cd2-4839-982e-7046df6e8b66","Stew Briggs"
"The Blooddrain gurgled! Richmond Harrison siphoned some of Juice Collins's defensive ability to add an Out!","2020-10-14 05:06:49.109896","4da7001b-02b9-4b69-9495-15862ac39a06",9,36,"d4a10c2a-0c28-466a-9213-38ba3339b65e","Richmond Harrison","21cbbfaa-100e-48c5-9cea-7118b0d08a34","Juice Collins"
