"team_roster_id","team_id","position_id","valid_from","valid_until","player_id","position_type_id","tournament"
42752,"eb67ae5e-c4bf-46ca-bbbc-425cd34182ff",8,"2021-07-04 18:01:33.923609","2021-07-21 20:14:17.164345","f741dc01-2bae-4459-bfc0-f97536193eea","1",-1
43188,"eb67ae5e-c4bf-46ca-bbbc-425cd34182ff",13,"2021-07-21 16:31:31.530084","2021-07-21 20:14:17.164345","a691f2ba-9b69-41f8-892c-1acd42c336e4","4",-1
43137,"d9f89a8a-c563-493e-9d64-78e4f9a55d4a",10,"2021-07-21 08:33:38.952042","2021-07-21 20:28:39.326509","73aa5478-ec4c-4ec3-8a96-984d57539f0c","4",-1
43217,"d9f89a8a-c563-493e-9d64-78e4f9a55d4a",10,"2021-07-21 20:28:39.326509",NULL,"1986c51a-01a3-4c73-84c3-2c54c7426a83","4",-1
43138,"d9f89a8a-c563-493e-9d64-78e4f9a55d4a",11,"2021-07-21 08:33:38.952042","2021-07-21 20:28:39.326509","1986c51a-01a3-4c73-84c3-2c54c7426a83","4",-1
43069,"c73b705c-40ad-4633-a6ed-d357ee2e2bcf",2,"2021-07-21 06:08:57.448753","2021-07-21 21:17:32.092118","da785088-cf49-4fc2-b2e3-3c1455d875e2","1",-1
43093,"c73b705c-40ad-4633-a6ed-d357ee2e2bcf",12,"2021-07-21 07:26:03.904914","2021-07-21 21:17:32.092118","8a6fc67d-a7fe-443b-a084-744294cec647","4",-1
43233,"8d87c468-699a-47a8-b40d-cfb73a5660ad",2,"2021-07-22 01:25:02.124889","2021-07-27 05:35:42.268719","1ffb1153-909d-44c7-9df1-6ed3a9a45bbd","4",-1
43214,"eb67ae5e-c4bf-46ca-bbbc-425cd34182ff",8,"2021-07-21 20:14:17.164345","2021-07-21 21:22:47.91994","a691f2ba-9b69-41f8-892c-1acd42c336e4","1",-1
43192,"b72f3061-f573-40d7-832a-5ad475bd7909",6,"2021-07-21 17:25:30.65995","2021-07-30 20:00:16.540657","ee55248b-318a-4bfb-8894-1cc70e4e0720","4",-1
43169,"bfd38797-8404-4b38-8b82-341da28b1f83",2,"2021-07-21 12:26:38.661941","2021-07-30 20:00:16.540657","fab66c3a-0ed4-4fdb-a31a-719c45b8092e","0",-1
43215,"eb67ae5e-c4bf-46ca-bbbc-425cd34182ff",13,"2021-07-21 20:14:17.164345","2021-07-21 21:22:47.91994","f741dc01-2bae-4459-bfc0-f97536193eea","4",-1
43171,"46358869-dce9-4a01-bfba-ac24fc56f57e",3,"2021-07-21 12:32:34.510604","2021-07-21 21:39:50.536135","7aeb8e0b-f6fb-4a9e-bba2-335dada5f0a3","1",-1
42209,"57ec08cc-0411-4643-b304-0e80dbc15ac7",0,"2021-07-04 18:01:08.925421","2021-07-21 22:17:37.827003","7f3f2e75-900e-40b6-846b-db585541490d","1",-1
43149,"57ec08cc-0411-4643-b304-0e80dbc15ac7",16,"2021-07-21 11:19:03.837326","2021-07-21 22:17:37.827003","f4ca437c-c31c-4508-afe7-6dae4330d717","4",-1
43123,"adc5b394-8f76-416d-9ce9-813706877b84",0,"2021-07-21 08:18:31.804603","2021-07-21 22:27:09.599351","57290370-6723-4d33-929e-b4fc190e6a9a","1",-1
43042,"adc5b394-8f76-416d-9ce9-813706877b84",14,"2021-07-21 02:15:34.910013","2021-07-21 22:27:09.599351","8780e1f9-f059-4ff1-aa03-565128525188","4",-1
41459,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",0,"2021-06-29 07:24:05.024443","2021-07-21 22:28:14.709076","fcb08e4f-df3a-446c-ab50-58a496ac5f3f","1",-1
43053,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",7,"2021-07-21 03:26:25.662696","2021-07-21 22:28:14.709076","cc933b79-9218-4693-8172-f23d4eaccdf7","4",-1
40555,"adc5b394-8f76-416d-9ce9-813706877b84",1,"2021-06-20 18:01:08.205618","2021-07-21 23:03:20.146316","f2a27a7e-bf04-4d31-86f5-16bfa3addbe7","1",-1
43227,"adc5b394-8f76-416d-9ce9-813706877b84",14,"2021-07-21 22:27:09.599351","2021-07-21 23:03:20.146316","57290370-6723-4d33-929e-b4fc190e6a9a","4",-1
41822,"8d87c468-699a-47a8-b40d-cfb73a5660ad",1,"2021-07-01 17:33:29.58477","2021-07-22 01:25:02.124889","1ffb1153-909d-44c7-9df1-6ed3a9a45bbd","1",-1
43030,"8d87c468-699a-47a8-b40d-cfb73a5660ad",2,"2021-07-20 19:27:39.83053","2021-07-22 01:25:02.124889","611d18e0-b972-4cdd-afc2-793c56bfe5a9","4",-1
43035,"a37f9158-7f82-46bc-908c-c9e2dda7c33b",0,"2021-07-20 22:29:03.936051","2021-07-22 03:22:30.87707","4304bcf9-239a-4aa2-a410-56a487217a2a","0",-1
42521,"a37f9158-7f82-46bc-908c-c9e2dda7c33b",5,"2021-07-04 18:01:18.926707","2021-07-22 03:22:30.87707","d23a1f7e-0071-444e-8361-6ae01f13036f","4",-1
43210,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",23,"2021-07-21 18:25:44.784672","2021-07-22 05:36:54.655872","32551e28-3a40-47ae-aed1-ff5bc66be879","4",-1
43211,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",24,"2021-07-21 18:25:44.784672","2021-07-22 05:36:54.655872","cb9545ff-8fa6-4073-803b-f5baaf22b8c6","4",-1
43212,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",25,"2021-07-21 18:25:44.784672","2021-07-22 05:36:54.655872","2b9d6b50-3ce2-4cb1-8cd1-2a0fc05733e3","4",-1
42695,"adc5b394-8f76-416d-9ce9-813706877b84",1,"2021-07-04 18:01:28.925671","2021-07-22 06:03:23.762702","a8a5cf36-d1a9-47d1-8d22-4a665933a7cc","0",-1
43193,"adc5b394-8f76-416d-9ce9-813706877b84",0,"2021-07-21 17:29:11.246002","2021-07-22 06:06:14.189646","b61b2871-7254-49b3-b009-174a23acaa1a","0",-1
43223,"b63be8c2-576a-4d6e-8daf-814f8bcea96f",4,"2021-07-21 21:39:50.536135","2021-07-22 06:34:23.20664","7aeb8e0b-f6fb-4a9e-bba2-335dada5f0a3","1",-1
42958,"3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e",3,"2021-07-19 23:36:47.701438","2021-07-22 07:22:50.279153","e4034192-4dc6-4901-bb30-07fe3cf77b5e","1",-1
43126,"3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e",14,"2021-07-21 08:31:43.701999","2021-07-22 07:22:50.279153","ff5a37d9-a6dd-49aa-b6fb-b935fd670820","4",-1
40658,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",4,"2021-06-20 18:01:13.20419","2021-07-22 07:35:02.283709","41ad8060-2bbe-4872-a879-22cb102bb64c","4",-1
40659,"9debc64f-74b7-4ae1-a4d6-fce0144b6ea5",5,"2021-06-20 18:01:13.20419","2021-07-22 07:35:02.283709","6bac62ad-7117-4e41-80f9-5a155a434856","4",-1
